id,minutes,n_ingredients
124940,40,8
79690,45,11
101015,15,3
115441,90,8
174239,45,8
146496,30,11
102048,50,6
476498,50,11
423995,10,8
266586,420,12
92880,20,4
313315,95,12
283489,80,12
123213,15,3
466041,30,12
209699,80,2
143583,19,3
334988,25,10
117131,38,10
318668,122,8
347178,35,5
456573,50,6
198419,70,10
350661,55,7
231787,15,7
211391,5,8
255396,15,4
283384,20,16
117807,110,13
361455,10,9
124611,15,5
187412,15,6
191079,320,17
174469,85,5
400131,30,5
59636,6,3
291606,30,5
223067,25,11
455344,250,7
339831,30,9
101754,60,9
33731,30,15
387284,75,11
28106,35,9
238800,20,10
236968,60,26
151018,10,3
295807,55,15
115087,18,10
222744,50,9
386836,135,13
39993,60,5
99152,150,13
195975,75,10
221036,1,4
330924,500,13
207309,6,4
212840,55,12
174900,35,6
517692,10,7
335938,45,13
408043,25,10
202554,495,11
405455,15,7
432579,60,12
178079,10,4
155745,70,9
38364,55,8
203327,15,11
450058,30,4
51778,70,9
91451,245,20
396408,25,8
456125,35,9
91849,25,5
31615,35,9
84031,250,10
347844,40,16
259946,20,7
107063,15,5
85545,490,4
290381,7,10
166570,30,8
308177,57,11
472043,25,13
122393,30,10
44564,70,7
102540,75,4
193321,4335,5
158404,40,10
240966,40,6
187302,100,4
76613,60,10
35067,25,8
179827,375,12
103031,26,9
97070,25,3
219045,65,13
60935,65,6
251547,25,9
46685,140,11
30636,40,8
449025,25,13
305811,45,15
297277,120,9
125270,5,6
376101,30,7
207985,25,8
67863,14,3
213058,2,6
331131,55,10
408453,40,19
105334,30,8
234964,240,17
115903,440,13
456909,45,5
126531,40,10
296382,105,15
366557,15,7
176899,15,5
100785,38,9
38907,30,10
281424,40,12
290511,10,12
62888,22,7
161266,10,9
49299,20,9
416969,75,13
11546,40,16
361328,43,7
176535,2,3
267437,35,8
60627,210,12
10766,30,5
354740,50,17
495227,40,7
6590,88,17
88032,30,11
477061,75,11
27734,500,6
146964,80,16
116604,15,7
25739,25,12
199264,50,12
234562,80,9
503736,50,4
67257,50,10
250732,35,14
329477,60,9
243313,75,9
462147,25,7
423668,30,6
110965,8,6
47732,70,11
211609,1480,15
261450,90,9
325919,25,7
11150,20,4
340372,5,4
25017,50,13
8899,500,16
124532,85,11
117009,85,9
26537,95,19
172235,35,11
66889,90,12
243406,15,13
203091,10,5
47709,25,17
171977,20,7
105707,35,8
385954,25,6
150909,5,4
378968,30,4
25181,75,14
181529,60,11
51879,30,9
3912,12,11
360230,52,15
438005,55,6
79954,380,8
87790,30,7
97844,18,8
159634,45,10
267307,30,11
131914,360,10
423746,40,13
314468,50,12
19709,50,9
72303,45,14
384050,40,8
163453,10,5
47055,30,8
389469,32,12
248246,30,10
52133,25,8
223591,45,8
202779,60,16
378702,45,17
317793,1470,2
287573,20,6
75066,45,11
38892,40,9
100978,20,7
119888,160,3
386311,10,7
486853,30,8
179851,15,8
273871,25,16
341915,60,9
58852,115,14
387376,435,11
93254,10,3
500714,45,9
181928,25,6
281666,60,9
358898,25,9
19177,495,12
24796,95,6
478323,25,7
155496,25,2
112248,10,6
15593,30,5
370341,75,6
31112,24,11
205364,70,7
198826,35,6
279432,35,10
302753,140,5
213788,105,21
310309,27,9
229587,10,7
98457,40,10
117497,25,7
162383,30,10
79884,15,8
143410,20,10
465955,10,7
321190,270,16
533190,3,12
53060,25,5
32033,3,9
28407,18,4
326210,30,9
430737,70,15
438483,40,17
32482,30,3
84292,30,10
109088,95,15
313788,260,9
306165,65,11
135151,25,6
158903,25,9
522425,305,12
70066,55,9
298153,15,9
465247,60,8
372476,20,11
111389,240,17
97478,23,6
420063,2,5
18931,10,6
170358,115,10
464068,20,17
224168,40,12
58993,75,12
40227,200,5
7809,13,6
156021,135,7
24823,20,6
479783,80,11
470197,45,7
429563,5,2
18690,60,6
32979,20,9
375983,40,13
452877,30,4
207539,25,13
365083,60,7
126344,35,8
145448,35,11
25881,30,10
105137,15,5
174219,5,5
132456,75,8
199042,50,6
216045,45,7
274051,25,13
386259,55,15
499376,25,12
89474,36,4
409587,495,7
218570,50,10
86970,220,9
245529,35,6
138587,55,7
136364,15,19
462740,70,8
368367,45,5
49759,25,5
166475,20,6
245245,305,5
391766,15,8
274775,60,7
60872,70,12
116105,15,5
132880,90,17
322712,10,4
156156,150,14
70210,75,7
351352,30,11
222022,5,4
62028,138,6
292914,25,3
420106,50,14
412072,95,13
101430,135,15
215543,40,16
93934,25,14
514038,10,7
211211,20,5
341010,30,11
406739,25,12
375314,25,6
184588,23,9
70631,45,11
481460,10,9
494449,40,8
149024,40,14
448570,35,5
415489,4320,15
104902,40,6
325664,23,10
254655,75,5
510362,91,10
387014,15,7
19723,70,8
167779,60,11
61795,170,13
295671,30,12
32857,40,8
420878,174,10
53767,45,7
79089,570,12
100086,60,7
195611,85,12
180074,23,13
13736,2,3
71218,25,11
101072,90,16
379700,10,6
265044,600,17
330172,60,10
375749,25,8
103872,310,13
91816,30,12
16474,10,6
286290,60,5
277768,30,13
48202,55,17
528654,210,4
320806,10,7
37321,25,11
110612,20,7
220890,20,4
456604,7,6
243165,36,4
302430,30,7
487593,35,15
49158,90,14
181819,65,7
98325,60,18
315565,125,21
250932,5,4
181372,65,9
479299,20,7
421725,15,6
38023,480,9
264880,40,11
120101,10,9
64390,75,7
52941,45,20
406374,15,5
342691,45,7
154898,70,9
280934,20,11
322930,65,7
141904,130,6
39286,23,8
127862,10,6
199994,10,5
103318,185,10
407608,90,11
405103,135,14
105136,10,4
104898,72,15
40723,23,7
223993,190,20
182600,140,7
119537,27,6
167237,15,8
194360,30,4
29669,25,3
84336,35,6
77090,80,11
265037,150,6
88338,135,9
374761,15,11
165950,65,4
221194,5,3
424013,2,4
495481,40,5
323737,35,7
27458,40,6
218346,430,8
54985,45,11
235316,60,7
91264,70,14
125404,15,16
145466,210,11
497588,80,11
337761,37,12
439722,45,5
150646,70,5
168780,50,2
331019,10,4
218533,40,5
483024,30,12
336386,45,9
413843,40,19
114460,30,9
303921,15,10
423432,30,7
321075,10,5
73705,120,14
199205,40,8
117040,40,12
45571,372,10
191459,60,11
58139,8,3
90479,20,4
198789,5,3
110894,190,7
80474,65,10
238809,35,4
281555,60,12
322807,30,10
22216,60,8
270959,50,8
42265,540,6
383399,25,8
276090,20,5
315564,145,8
72867,40,5
434952,15,7
174032,95,22
502870,10,9
58848,275,7
17126,30,8
201369,50,9
293349,20,7
323912,75,14
103269,1200,8
266675,45,8
474788,50,11
165179,16,12
365178,50,12
156576,188,12
138244,35,6
56177,140,8
203312,20,6
349665,50,13
60671,25,7
339136,70,12
89192,30,13
35771,110,14
160353,60,10
301839,10,5
133432,25,4
201755,60,11
166523,10,10
293816,15,5
121480,20,7
174554,19,2
376900,30,10
187218,53,15
267642,40,7
370057,40,8
73522,50,7
349522,20,10
417405,40,14
41591,11,15
15646,80,8
385104,30,11
144550,70,6
144943,145,6
365622,90,15
196993,45,10
270405,20,7
20613,90,7
133295,2,4
352727,75,16
392869,125,3
392773,20,9
349961,20,6
32407,155,7
83883,95,5
403421,44,11
284589,35,10
282649,155,16
98649,50,8
134290,45,7
213799,45,14
96815,8,4
194677,75,12
130680,20,5
400432,25,11
270144,10,4
163688,20,7
28000,50,11
233917,25,6
155243,15,11
144257,45,27
337593,50,16
39330,46,12
75235,120,10
382018,495,12
165684,188,7
69594,80,7
247228,10,6
271557,55,11
119694,5,3
502520,23,6
474549,405,15
170788,35,7
326176,20,6
124247,10,10
142838,65,10
423719,35,5
157925,130,7
402068,40,19
150796,405,6
396253,5,6
356850,255,13
137175,55,18
70452,20,11
263947,15,11
482152,170,15
61987,35,4
330477,10,6
152936,30,8
165441,30,14
34897,75,9
78886,30,13
40241,65,9
435350,70,9
246777,17,9
221417,40,11
392537,20,12
50675,30,5
374013,40,8
66855,32,9
78439,10,5
202215,10,8
29093,27,7
87514,75,7
292546,20,8
318693,30,8
148252,15,5
298138,75,11
205045,35,12
269492,240,19
151822,80,10
83289,65,9
45454,40,3
488389,95,11
217895,380,11
277781,5,12
503587,95,15
40184,62,8
25127,45,6
95784,22,9
272486,35,7
80775,120,12
338653,35,11
205262,25,9
45161,40,13
368923,23,4
396545,20,7
378839,30,10
479376,99,11
61897,25,16
140693,25,12
26865,45,7
336121,4,6
284270,45,11
353939,110,13
486812,15,9
25945,75,9
82273,90,10
129538,95,9
280235,45,3
461851,15,8
332654,60,6
216693,70,9
302534,35,3
152553,30,7
246286,135,18
471689,3,3
38729,15,9
491717,25,16
10847,15,12
394309,33,12
201116,15,7
534264,75,4
416463,45,8
484622,15,11
304746,20,6
359686,435,12
255292,3,5
91100,360,10
322879,60,16
95675,10,5
263984,165,9
191292,15,6
460504,50,7
95615,27,9
136107,15,11
457733,6,5
99531,75,7
435213,20,7
361981,65,11
88526,70,12
215499,40,6
317502,90,15
270885,40,4
475043,65,20
194536,50,7
39496,30,7
251149,15,11
64920,25,12
339022,55,9
458125,35,12
139464,60,12
385380,35,16
378874,35,12
89917,60,6
216397,5,12
301213,20,8
97008,25,14
262954,12,6
380,65,10
166058,5,5
173495,50,9
513024,50,7
164407,7,7
198563,15,6
209863,25,12
119508,35,8
212957,70,11
455284,20,7
298080,75,14
221052,10,5
215977,40,8
250137,40,12
305758,20,7
307500,45,9
513805,30,9
78879,120,4
71404,30,10
41782,65,14
158794,30,10
176435,45,16
162725,75,13
179348,20,7
427368,30,9
90719,50,10
215806,10,4
118872,40,10
229342,30,14
33958,75,10
191273,380,15
505617,4,7
148356,10,4
156665,25,10
403205,20,15
303913,1090,9
182712,45,9
108661,5,4
146,171,11
301371,20,4
198737,40,7
209617,85,7
61847,15,7
337731,20,10
211776,7,9
113383,130,11
181849,80,14
8270,250,5
191073,70,9
161241,45,5
46832,40,9
239758,35,7
196286,315,11
75369,22,8
77729,55,9
98737,35,11
493172,45,5
101847,90,9
335421,30,6
139939,7,8
43530,20,6
117485,35,3
16221,150,17
263368,16,5
134494,55,13
422641,17,5
222456,70,11
123863,53,10
251401,6,4
3628,0,11
231575,10,10
65017,25,13
11804,60,9
78900,15,4
204447,90,9
198025,80,13
33777,55,10
149066,23,6
401817,40,5
133716,30,10
145509,25,7
465997,5,8
168494,40,11
72346,75,4
151706,60,9
485593,50,6
141530,60,8
56250,195,10
169286,20,8
33596,45,10
181794,65,12
388258,25,17
22175,18,10
253261,200,19
123747,10,7
16235,545,9
55641,35,2
404484,35,10
203610,10,5
425448,5,10
172908,21,6
73135,80,15
245772,5,3
91407,60,15
337867,70,8
15263,70,11
285323,26,14
19278,50,2
233475,50,9
360873,180,18
230921,25,4
2366,20,15
351069,45,12
161132,50,10
248503,75,8
27228,20,8
38951,50,8
112469,55,9
20587,90,6
307578,20,11
492964,25,10
53502,250,4
47782,45,6
147284,45,8
241922,15,5
343675,32,5
36897,0,17
194691,40,18
483310,6,7
206538,390,9
217034,25,10
288031,40,14
26076,120,10
276485,20,8
291841,15,3
257204,65,5
328322,90,5
123989,129,6
17575,120,11
64127,40,13
297618,45,10
83074,80,15
297287,50,11
299453,90,8
91772,7,6
127983,55,12
406855,90,8
454142,30,13
312593,60,12
413741,35,11
140105,45,9
180530,45,10
203240,67,8
14050,30,23
21176,75,13
80198,100,6
277540,5,5
283477,27,8
141807,75,8
220392,45,10
463456,50,17
456620,83,8
395536,65,11
41079,15,6
41679,70,7
351459,75,14
20977,70,8
344502,25,7
66516,735,8
382142,40,12
422851,190,7
397796,5,6
118366,40,10
135411,30,17
122554,70,13
119756,5,5
78086,27,11
440324,95,7
521550,40,9
317907,35,7
75073,55,10
239728,17,4
112822,85,13
296559,180,10
175680,8,5
179990,305,5
463908,25,9
267210,150,6
220094,35,11
462731,200,9
323897,65,5
169309,30,12
115348,390,7
210012,15,11
175418,26,9
177980,110,11
504669,35,6
64677,55,13
24307,10,5
71524,25,7
44297,75,7
248366,70,7
99709,29,14
354225,8,14
336298,35,18
14995,15,5
282849,10,5
266800,5,4
91842,60,10
66722,90,18
117910,30,5
358055,195,13
193954,55,16
39277,15,10
42573,120,6
495308,50,16
319546,135,9
19535,30,16
152,75,6
30410,35,15
181558,45,5
325262,45,9
121336,75,4
101378,70,8
18998,375,7
424008,50,6
443354,55,11
10773,30,2
168193,70,9
30957,22,8
190416,75,15
212126,10,6
494030,50,10
286975,135,6
3600,0,18
335108,220,11
94686,50,9
152048,95,18
231598,35,12
93883,50,7
163771,500,14
9168,30,9
484101,270,10
352975,80,8
259225,35,10
267270,60,10
298949,210,14
245707,41,11
431108,40,2
148330,15,10
19257,25,16
319039,60,10
83724,100,8
223950,100,9
373530,2,5
315994,1460,6
223903,30,7
54029,10,7
230509,50,2
81737,160,17
63089,30,8
212092,40,8
55737,30,8
339348,15,10
99809,5,10
175900,40,12
219123,65,14
282798,35,5
16006,15,5
86819,30,4
56081,35,9
235212,190,10
123758,5,6
273946,90,12
463292,55,13
203522,150,17
124736,80,14
388861,33,12
22971,35,15
457972,45,13
100108,80,12
96474,150,11
493200,3,7
50621,60,9
285559,20,10
153225,610,9
202708,40,8
312405,20,7
135996,65,7
83896,68,10
71313,90,8
337258,50,4
106824,40,10
223390,30,7
128144,13,8
86133,65,14
153565,15,6
169908,18,7
156641,2,5
218906,35,6
107561,620,8
361628,65,10
263627,20,8
226730,95,15
162588,45,8
24568,1455,12
494943,59,10
63938,35,10
13698,40,4
474554,125,4
274671,30,11
311346,75,12
412793,15,11
176342,95,8
225726,90,11
207845,5,5
44998,35,6
182489,440,9
177241,15,4
473741,95,15
368158,25,10
350929,60,15
322711,40,8
189578,100,3
532921,20,12
260334,15,6
391257,60,13
4397,5,5
61890,45,8
295132,10,2
33100,15,5
154218,15,13
60594,190,19
283229,35,15
207641,245,5
323802,35,4
323562,32,9
300397,20,12
113327,105,8
40261,35,12
222150,25,3
229381,25,6
86789,19,10
308395,20,5
71452,21,10
243728,1,2
382203,10,5
116423,135,13
107507,60,12
134092,10,5
369442,40,5
415044,15,8
348490,10,6
234358,40,9
301008,20,7
266777,157,13
31468,30,5
1296,7,6
36018,70,8
346486,40,14
198751,5,5
258603,32,9
62412,45,10
99688,500,10
370403,5,4
353594,40,8
367299,15,5
20284,45,11
430027,151,6
238573,5,5
196109,65,5
253375,60,11
255072,22,8
108243,40,9
255117,50,12
386681,25,13
368934,5,10
363945,45,9
428020,70,6
289927,55,5
231687,45,13
135500,115,12
390725,730,5
452432,65,15
184992,40,7
188762,20,9
21441,50,5
500146,32,10
456408,35,9
261670,15,9
272441,18,8
178521,205,5
274937,80,8
312691,150,4
111007,15,8
86001,60,8
346923,75,16
333283,7215,6
317565,10,7
11085,10,7
20876,40,8
306107,35,6
135167,70,7
183757,190,10
173840,25,8
296631,15,10
448470,135,3
30635,20,9
95909,105,14
131167,40,9
285589,30,6
227233,25,7
75557,15,8
159877,2,3
167641,20,11
42641,10,11
65111,20,8
104609,45,11
222718,60,8
393077,80,6
56422,180,18
59770,25,9
168112,40,12
429296,70,6
229434,55,11
208871,20,4
288884,70,10
30990,35,7
429984,30,13
17310,25,4
13209,615,13
88130,3,4
258932,5,5
20913,60,13
205330,50,16
130173,35,6
469634,285,11
196662,20,4
6567,107,23
174868,65,10
42324,60,19
218888,20,9
91317,60,5
23159,15,12
132991,15,5
131058,30,7
377938,50,8
111764,40,12
461922,20,15
341522,20,7
432730,10,5
103878,1450,10
3602,0,12
406516,330,12
359441,20,9
359940,50,11
125204,30,10
292899,5,4
156958,75,8
456266,15,4
243162,195,6
438006,35,4
336250,65,10
88004,25,16
60423,70,6
170241,720,8
222786,15,7
410686,35,11
269725,5,7
93910,40,13
136795,65,10
279898,190,7
267143,85,22
106002,80,9
234651,55,14
95849,50,12
408511,60,11
290354,5,9
448507,185,10
327870,60,15
113025,15,5
123810,40,16
352200,25,11
231798,25,13
8190,50,15
286920,150,20
330459,55,13
346438,20,8
430077,15,12
320404,30,6
306738,25,10
309089,30,8
113709,30,18
31339,50,8
265737,60,6
94204,2,5
282914,60,10
100949,1,4
125963,45,11
322112,7,5
224415,60,10
248255,25,6
155513,20,6
358111,120,11
32671,35,13
174339,10,7
262659,10,3
284987,1500,9
325882,30,10
532307,60,11
212919,70,17
247924,60,12
278386,40,13
175271,3,4
76030,500,11
391210,70,12
525818,25,3
182096,25,12
198071,120,11
67905,370,2
43594,40,6
263498,40,12
307723,45,11
53506,40,16
103281,40,10
177640,40,4
94249,40,9
296915,3,6
390984,5,4
298642,30,10
325530,2,5
52275,50,10
8875,5,3
44459,10,2
82132,40,14
38762,16,8
14299,30,7
156918,30,8
47777,20,6
124738,40,7
171218,30,7
102242,195,9
222048,2,4
378772,365,6
425705,45,5
10137,37,11
60303,15,8
98189,15,5
277940,25,5
356732,80,6
429718,20,5
24325,75,7
11063,720,8
176049,75,15
181101,20,8
313531,20,9
16810,90,16
251831,30,5
220808,53,6
30461,7,9
419622,190,8
459383,35,10
205332,75,5
334364,140,12
43987,7,4
166578,45,7
455493,30,11
457841,90,8
262166,27,6
252261,65,5
66604,15,5
36218,26,12
68320,495,11
473081,90,16
222519,20,10
393300,10,14
395626,32,13
303971,37,12
448601,65,12
307293,1560,14
28497,80,8
386902,30,6
57869,95,12
379828,5,6
198452,23,8
113189,30,15
147004,185,7
288873,20,14
6585,64,16
13112,22,11
4085,0,10
289906,60,9
148000,70,13
222357,100,10
277945,60,6
210942,12,4
16192,40,9
433028,60,9
46841,45,10
355964,35,13
174444,10,4
296446,140,7
515164,40,5
255369,90,14
154064,120,13
262458,45,7
223183,10,5
262981,75,11
427885,60,12
216653,35,6
291060,15,10
410385,75,10
195552,30,10
144474,30,7
131829,35,11
73237,40,7
143413,25,8
196984,35,9
189818,20,10
371582,55,11
150527,10,3
417041,1470,9
220868,30,8
40044,64,6
388416,40,15
157114,40,7
126350,315,13
415655,80,10
78965,30,6
437609,60,6
224886,20,7
460276,4,3
191352,70,11
454753,15,6
179985,150,11
51548,105,14
382006,2,4
42878,135,10
81819,40,6
162496,135,11
111845,40,9
387534,70,20
176732,50,11
214856,5,9
255241,35,10
44659,20,11
116459,110,15
141047,30,13
276348,35,11
142623,65,5
340490,60,20
221432,130,6
111798,30,4
475145,5,7
359816,60,13
66250,25,7
314337,5,3
379235,25,4
30898,65,14
411509,70,8
345237,1,4
236658,135,8
63907,5,6
71283,5,4
24268,55,18
420486,750,11
16338,55,7
337186,30,3
150496,32,11
434993,50,8
305493,50,9
364633,30,9
76805,7,5
357342,330,13
457904,84,14
491868,3,4
63010,7,8
281479,210,8
127255,5,8
86317,35,8
76368,10,11
124535,50,13
37439,55,4
95743,65,10
320527,320,18
33248,90,11
217037,50,7
49368,30,6
354473,15,10
90068,70,8
59126,65,9
74173,15,11
410861,20,7
372605,35,8
396842,210,9
295961,30,6
134943,30,8
116377,55,25
263548,15,6
223767,45,11
228227,70,7
26777,60,12
56819,16,7
438877,35,9
373359,90,11
43501,60,8
29930,60,8
470245,30,7
503954,145,8
85164,100,11
81622,60,7
311312,25,5
75751,10,9
240785,90,9
422304,45,12
421868,20,11
375411,65,8
338133,23,8
495991,27,8
478103,40,6
17105,30,7
163847,2,2
154066,240,10
109607,735,14
11643,80,7
54391,5,6
38876,55,12
88136,15,7
189987,75,9
212975,600,9
260160,11,5
146495,40,5
211282,43,10
192224,50,6
51561,15,3
243340,60,16
150893,45,6
34757,195,9
56657,45,14
260529,35,7
511766,45,6
353812,20,8
90135,35,9
507441,35,5
13441,20,6
41680,78,4
115383,35,11
197912,65,17
43153,23,9
459984,30,6
281236,70,5
443243,5,8
244886,75,10
191759,25,6
76558,35,10
163480,40,15
130670,50,6
380817,5,8
253797,15,5
234209,50,9
105238,110,9
14880,20,9
3140,35,12
90425,55,15
99561,5,6
69533,60,7
111019,30,7
88454,10,4
389114,13,8
130759,40,15
132353,55,8
85328,75,10
403262,50,9
74797,20,15
394646,10,9
271651,20,6
313661,75,20
295885,20,10
106606,10,4
292798,10,9
408317,30,10
324495,45,8
236742,30,10
68452,20,10
329423,75,10
97459,22,12
106396,20,5
1075,75,9
382534,60,12
281554,25,15
240256,25,10
11017,20,12
328808,55,13
20725,40,5
189106,30,8
252179,45,7
472858,35,9
511753,12,6
94822,30,9
432328,510,13
29413,30,4
85166,15,5
60630,55,11
415838,25,7
39647,8,9
292378,30,8
164760,50,10
377542,10,8
169078,55,10
87934,90,4
118063,40,4
118031,495,9
418562,13,6
102020,45,12
496625,40,10
109035,15,6
34189,75,10
481233,20,5
231442,17,12
63492,65,13
41050,480,9
160417,45,15
52742,13,10
224515,32,15
172830,55,7
214360,125,3
7156,35,5
305025,2,4
430474,25,7
52263,60,13
171827,20,3
184092,15,12
269795,20,4
473162,90,14
286470,40,11
60656,370,9
136399,30,12
49084,420,22
114948,50,6
87246,40,10
315400,65,12
404282,85,18
151960,90,17
183518,30,9
50825,25,12
117397,50,19
496609,15,3
234284,145,12
303875,5,7
323872,60,12
371604,40,14
264759,40,10
365968,40,17
237049,35,8
349406,155,14
402605,40,10
200357,5,2
8797,75,10
168102,25,8
218817,45,5
258894,200,9
87835,490,9
238124,35,8
139283,10,10
16327,12,4
513635,30,14
100290,25,10
394518,40,12
51967,45,12
157757,75,11
292572,5,5
110566,25,8
203770,25,5
119988,50,8
432827,20,7
58778,1470,19
72318,40,9
246209,105,10
54490,100,13
173439,20,3
169142,5,4
81734,17,6
271586,80,8
17377,72,13
190890,115,8
364406,105,14
377051,35,4
253323,7210,13
37229,40,12
124533,25,8
44741,30,5
47395,15,8
38325,65,11
289077,50,10
475192,15,9
60978,80,13
98800,6,4
341383,24,7
90027,60,5
20558,50,17
8385,40,8
323772,50,8
393397,75,13
210162,5,8
186614,25,9
258167,20,17
47414,16,9
66037,20,5
300107,17,9
48510,70,10
369662,65,6
115067,20,11
195688,5,6
153921,75,15
169591,55,6
257194,50,8
359296,65,9
248718,45,9
327654,55,8
286807,25,9
300552,70,12
152821,30,12
61861,5,3
46786,15,5
248416,10,9
15258,15,9
190960,10,10
71508,30,13
247222,20,4
27692,25,13
234701,30,8
44114,185,8
44325,75,11
412672,40,7
419910,65,15
243080,70,7
109872,15,11
318099,30,5
344507,85,9
261266,80,15
378468,75,7
407286,75,12
295723,45,6
258295,35,7
136237,25,7
58767,75,9
529739,25,12
108248,40,10
420635,15,12
316045,65,12
80826,60,6
20659,65,9
222087,30,14
149584,35,6
381269,10,5
148138,2,8
277865,7,9
17648,35,10
270658,20,8
230580,1620,10
19055,70,8
508778,10,11
19349,18,6
301020,55,13
406046,15,8
122656,20,7
398200,50,12
334404,10,6
299458,70,12
318052,20,8
500217,50,20
40509,5,5
12522,60,6
196705,75,10
304171,60,8
37654,10,5
175688,30,9
178368,135,12
193089,95,5
278872,10,5
278451,30,7
495348,1450,19
53743,75,12
136870,135,15
72752,90,14
359863,30,12
181627,70,5
463224,495,9
317377,315,4
326947,53,8
249519,2,4
102720,40,13
402306,190,10
74291,35,8
271389,8,4
243649,30,15
309742,20,11
489342,17,9
32772,10,8
453311,70,6
59030,50,11
224451,13,5
363656,145,10
175306,1,9
305826,70,7
251841,60,12
148570,135,5
99019,105,7
256965,120,10
523275,2,3
38242,60,9
64174,50,13
510525,65,10
388440,7440,7
452713,60,10
15345,20,12
138680,35,10
387079,55,8
49724,17,3
447092,2,3
48621,30,5
425405,55,16
220879,60,8
78139,45,6
158107,17,8
248665,53,9
184624,80,5
14674,100,7
358578,60,11
153778,45,11
48769,30,11
109118,90,9
522731,25,5
229772,30,8
304565,2295,17
172467,40,13
284770,62,13
255961,110,18
182883,15,6
170081,25,12
349443,10,9
484519,70,4
230112,25,9
290908,225,6
147065,85,21
179572,45,10
67856,75,10
450004,105,15
30861,20,10
46697,85,11
501144,45,17
28293,50,8
229494,60,12
122468,29,6
149519,40,12
376462,16,5
175336,65,13
32688,45,7
29440,30,7
239850,190,8
246426,30,10
284123,35,11
191261,23,2
444018,45,14
300144,20,8
22077,30,11
289647,120,7
32414,40,10
466072,90,12
51841,60,11
388211,10,5
145436,45,8
33899,35,12
411494,25,11
357931,15,7
11961,7,4
150701,60,6
307209,21,5
179841,40,12
254959,17,6
196855,25,5
330278,5,9
343920,75,14
163845,2,3
40542,30,4
314367,10,9
440128,40,7
136388,35,11
135366,55,12
152408,25,17
18920,15,3
224157,25,11
110641,35,13
94674,185,8
170945,37,12
234217,45,4
68414,80,10
391624,2,5
406227,2,5
199271,105,7
90859,255,8
26419,15,5
202542,290,10
18659,45,6
383899,65,13
64820,15,5
12635,22,5
518749,50,10
398267,20,7
4424,85,7
347506,30,8
202235,10,5
265016,30,13
259843,45,13
63326,20,11
147381,70,8
19857,541,9
304786,75,10
270545,20,11
285404,115,14
75584,1875,11
76259,40,13
432945,95,16
262329,30,9
290205,52,10
148435,25,11
390046,130,9
169776,40,6
430100,90,13
66859,80,14
443159,33,17
417161,25,11
48280,40,11
474913,370,5
390849,16,13
360651,80,7
382077,120,12
144594,44,13
176287,15,9
135684,1450,9
116848,50,10
36342,23,8
195877,75,15
362994,35,6
328671,20,7
27454,35,9
61026,30,12
357629,20,8
291796,30,14
370619,15,8
270576,35,7
107264,45,10
15046,10,5
43036,25,9
39633,30,10
352313,95,8
13965,30,11
202022,60,9
341638,25,10
204861,45,13
29334,80,12
148744,110,9
336645,5,14
184429,50,8
303714,1,2
93984,20,11
296874,70,4
226305,10,7
138527,32,17
134503,75,8
471160,22,9
79064,25,5
58518,30,10
413871,525,10
55709,75,17
339350,5,5
30242,55,8
6856,15,9
334288,60,3
163849,45,7
313673,45,11
269330,70,6
143889,10,5
262920,20,18
358116,5,2
65676,40,7
266518,27,9
401513,20,7
351276,35,6
108652,15,7
168031,25,11
343588,55,9
145454,35,5
285396,35,9
94967,65,9
85032,20,11
244075,35,9
132391,20,10
11764,20,7
374202,240,11
283465,30,8
162618,10,7
18358,75,7
243428,75,12
308329,5,6
496075,125,6
284101,30,14
191473,75,7
128376,40,12
93099,50,3
42927,15,8
186781,30,6
85917,33,9
120827,11,8
423903,16,4
368836,10,6
195344,10,7
329600,75,9
120302,210,9
470837,25,11
206357,30,10
65718,65,14
130291,35,8
25467,45,9
151915,20,4
126604,135,7
99058,40,8
87802,15,6
316153,35,11
299605,20,9
89323,135,13
302993,20,18
304490,80,8
140674,15,6
290851,10,4
110464,15,5
484598,25,12
58421,2,9
313001,9,9
301615,35,11
323900,5,2
105888,20,14
379664,30,10
355769,15,5
514226,45,7
253894,15,7
398347,40,7
179042,90,5
354090,2,4
149,45,3
531577,55,17
384068,55,11
2940,10,5
247111,570,6
428595,20,10
265951,2,3
110720,20,5
214359,90,7
310453,15,9
418147,5,8
64002,40,9
322148,55,15
184955,55,13
15602,312,12
84467,70,7
35778,19,5
20390,195,7
54110,70,8
246371,15,5
162137,15,9
216348,15,10
154048,20,3
478087,20,7
106494,38,7
105631,135,5
321529,35,11
90616,15,7
16779,25,8
85254,65,9
144156,30,10
92552,60,11
298909,20,8
66946,38,13
176025,40,15
257354,13,5
290974,5,3
25920,50,9
77338,12,3
80067,65,4
151854,10,6
297438,28,14
373166,25,9
172498,120,9
157958,10,8
9492,100,7
353514,35,6
213983,30,6
25209,30,5
505152,75,17
532968,60,8
37160,70,7
32057,20,6
172555,10,9
297873,5,3
83942,50,16
472712,38,12
57629,35,10
155413,40,17
279346,5,3
255222,310,11
10949,60,9
205461,25,12
22378,35,11
44361,25,4
443239,17,10
455005,140,11
50843,195,16
285340,35,9
41827,70,10
109481,40,2
152030,75,10
192665,5,4
217471,10,6
478530,40,6
30768,25,6
246780,65,11
214233,20,6
467281,15,3
427290,25,15
225283,15,9
121368,660,11
50126,25,7
432294,5,11
80100,5,6
403183,380,22
252507,2,3
14556,25,5
107931,735,7
315615,25,10
78598,45,9
407126,45,7
384932,60,4
413766,35,10
162118,85,15
