Номер кредитного договора	Филиала	Сумма кредита	Дата выдачи	Дата возврата	Льготы	Срок кредита (в мес)	Процентая ставка	Аннуитентный платеж	Плата по %%
941	Аэропорт	227000	08.июн.12	08.июн.13	0	12	10,0%	19956,91	12482,88
942	Аэропорт	210000	08.июн.12	08.янв.15	0	31	17,0%	8417,34	50937,43
943	Аэропорт	376000	08.июн.12	08.апр.15	0	34	17,0%	14011,81	100401,46
944	Аэропорт	287000	08.июн.12	08.апр.16	0	46	20,0%	8982,85	126211,05
945	Арбатский	132000	08.июн.12	08.апр.17	1	58	13,0%	3077,16	46475,33
946	Аэропорт	327000	09.июн.12	09.янв.14	0	19	12,0%	18982,92	33675,54
947	Арбатский	173000	09.июн.12	09.окт.17	1	64	13,0%	3761,68	67747,69
948	Аэропорт	219000	09.июн.12	09.окт.14	0	28	17,0%	9529,52	47826,65
949	Аэропорт	148000	09.июн.12	09.июн.16	0	48	20,0%	4503,69	68177,29
950	Аэропорт	500000	09.июн.12	09.июн.14	1	24	9,0%	22842,37	48216,91
951	Аэропорт	298000	10.июн.12	10.авг.14	0	26	17,0%	13781,75	60325,60
952	Аэропорт	119000	10.июн.12	10.окт.13	0	16	12,0%	8085,41	10366,51
953	Аэропорт	334000	10.июн.12	10.янв.14	0	19	12,0%	19389,29	34396,43
954	Аэропорт	223000	10.июн.12	10.авг.14	0	26	17,0%	10313,19	45142,98
955	Аэропорт	451000	10.июн.12	10.май.16	0	47	20,0%	13915,62	203034,32
956	Аэропорт	219000	10.июн.12	10.июн.13	0	12	10,0%	19253,58	12042,95
957	Аэропорт	211000	10.июн.12	10.ноя.13	0	17	12,0%	13558,45	19493,64
958	Аэропорт	132000	10.июн.12	10.июн.16	1	48	18,0%	3877,50	54120,00
959	Аэропорт	110000	11.июн.12	11.янв.16	0	43	20,0%	3603,75	44961,26
960	Аэропорт	374000	11.июн.12	11.сен.16	0	51	15,0%	9961,76	134049,57
961	Аэропорт	282000	11.июн.12	11.сен.15	0	39	20,0%	9891,61	103772,91
962	Аэропорт	126000	11.июн.12	11.апр.13	0	10	10,0%	13184,69	5846,88
963	Аэропорт	202000	11.июн.12	11.авг.13	0	14	12,0%	15534,04	15476,51
964	Аэропорт	161000	11.июн.12	11.июл.13	0	13	12,0%	13268,79	11494,22
965	Киевский	262000	11.июн.12	11.янв.13	0	7	10,0%	38686,54	8805,81
966	Аэропорт	439000	11.июн.12	11.апр.13	0	10	10,0%	45937,13	20371,27
967	Аэропорт	72000	12.июн.12	12.апр.15	0	34	17,0%	2683,11	19225,81
968	Киевский	234000	12.июн.12	12.авг.12	0	2	10,0%	118464,52	2929,05
969	Аэропорт	212000	12.июн.12	12.дек.15	0	42	20,0%	7059,02	84478,94
970	Аэропорт	498000	12.июн.12	12.ноя.15	0	41	20,0%	16862,48	193361,53
971	Аэропорт	440000	12.июн.12	12.ноя.15	0	41	20,0%	14898,57	170841,51
972	Аэропорт	172000	12.июн.12	12.мар.13	0	9	10,0%	19916,22	7245,96
973	Киевский	50000	12.июн.12	12.июл.12	1	1	7,0%	50291,67	291,67
974	Семеновский	428000	12.июн.12	12.ноя.16	0	53	15,0%	11092,27	159890,50
975	Аэропорт	147000	12.июн.12	12.дек.13	1	18	9,0%	8760,86	10695,42
976	Аэропорт	442000	12.июн.12	12.июн.13	0	12	10,0%	38858,82	24305,87
977	Киевский	130000	12.июн.12	12.ноя.12	1	5	7,0%	26456,76	2283,82
978	Семеновский	246000	12.июн.12	12.ноя.16	1	53	13,0%	6125,25	78638,19
979	Аэропорт	211000	12.июн.12	12.мар.13	0	9	10,0%	24432,10	8888,94
980	Киевский	458000	13.июн.12	13.окт.12	0	4	10,0%	116895,31	9581,26
981	Аэропорт	465000	13.июн.12	13.авг.16	0	50	15,0%	12563,20	163159,78
982	Аэропорт	328000	13.июн.12	13.мар.13	0	9	10,0%	37979,76	13817,88
983	Аэропорт	55000	13.июн.12	13.авг.13	1	14	9,0%	4153,13	3143,83
984	Аэропорт	434000	13.июн.12	13.апр.16	0	46	20,0%	13583,82	190855,74
985	Киевский	75000	13.июн.12	13.дек.12	1	6	7,0%	12756,45	1538,67
986	Аэропорт	440000	13.июн.12	13.май.16	0	47	20,0%	13576,22	198082,26
987	Аэропорт	202000	13.июн.12	13.май.15	0	35	17,0%	7359,99	55599,58
988	Киевский	77000	14.июн.12	14.янв.13	0	7	10,0%	11369,71	2587,97
989	Киевский	241000	14.июн.12	14.фев.13	0	8	10,0%	31265,62	9124,99
990	Аэропорт	321000	14.июн.12	14.май.13	0	11	10,0%	30661,09	16271,96
991	Аэропорт	148000	14.июн.12	14.окт.13	0	16	12,0%	10055,80	12892,81
992	Арбатский	230000	14.июн.12	14.апр.17	0	58	15,0%	5598,90	94735,99
993	Аэропорт	465000	14.июн.12	14.мар.14	1	21	9,0%	24015,12	39317,59
994	Аэропорт	207000	14.июн.12	14.мар.13	1	9	7,0%	23676,04	6084,32
995	Аэропорт	496000	15.июн.12	15.окт.16	0	52	15,0%	13029,41	181529,16
996	Аэропорт	328000	15.июн.12	15.июн.16	1	48	18,0%	9635,00	134479,99
997	Аэропорт	99000	15.июн.12	15.июн.15	0	36	17,0%	3529,62	28066,32
998	Киевский	131000	15.июн.12	15.июл.12	0	1	10,0%	132091,67	1091,67
999	Аэропорт	117000	15.июн.12	15.мар.13	0	9	10,0%	13547,66	4928,94
1000	Аэропорт	388000	15.июн.12	15.авг.13	1	14	9,0%	29298,45	22178,27
1001	Киевский	94000	15.июн.12	15.янв.13	0	7	10,0%	13879,90	3159,33
1002	Киевский	179000	16.июн.12	16.авг.12	0	2	10,0%	90620,30	2240,59
1003	Семеновский	181000	16.июн.12	16.мар.17	0	57	15,0%	4458,89	73157,00
1004	Аэропорт	353000	16.июн.12	16.май.13	0	11	10,0%	33717,64	17894,09
1005	Аэропорт	125000	16.июн.12	16.авг.13	0	14	12,0%	9612,65	9577,05
1006	Аэропорт	100000	16.июн.12	16.дек.13	0	18	12,0%	6098,20	9767,69
1007	Аэропорт	429000	16.июн.12	16.июн.15	0	36	17,0%	15295,02	121620,72
1008	Аэропорт	74000	16.июн.12	16.авг.16	0	50	15,0%	1999,30	25965,21
1009	Аэропорт	449000	16.июн.12	16.мар.13	0	9	10,0%	51990,59	18915,32
1010	Аэропорт	270000	17.июн.12	17.мар.14	0	21	12,0%	14318,30	30684,37
1011	Аэропорт	269000	17.июн.12	17.май.14	1	23	9,0%	12777,09	24872,96
1012	Киевский	59000	17.июн.12	17.ноя.12	0	5	10,0%	12096,63	1483,16
1013	Аэропорт	154000	17.июн.12	17.дек.14	1	30	14,0%	6113,55	29406,44
1014	Семеновский	95000	17.июн.12	17.янв.17	0	55	15,0%	2398,89	36938,82
1015	Киевский	488000	17.июн.12	17.авг.12	0	2	10,0%	247054,22	6108,44
1016	Аэропорт	498000	18.июн.12	18.дек.14	0	30	17,0%	20492,19	116765,57
1017	Аэропорт	486000	18.июн.12	18.дек.14	0	30	17,0%	19998,40	113951,94
1018	Семеновский	434000	18.июн.12	18.ноя.16	0	53	15,0%	11247,77	162131,96
1019	Аэропорт	162000	19.июн.12	19.май.13	0	11	10,0%	15473,82	8212,02
1020	Аэропорт	269000	19.июн.12	19.май.14	0	23	12,0%	13150,29	33456,69
1021	Киевский	72000	19.июн.12	19.янв.13	0	7	10,0%	10631,42	2419,92
1022	Аэропорт	113000	19.июн.12	19.фев.14	0	20	12,0%	6261,93	12238,61
1023	Семеновский	483000	19.июн.12	19.мар.17	0	57	15,0%	11898,60	195220,07
1024	Аэропорт	365000	19.июн.12	19.авг.15	0	38	20,0%	13043,10	130637,71
1025	Аэропорт	435000	19.июн.12	19.мар.14	0	21	12,0%	23068,38	49435,92
1026	Аэропорт	257000	20.июн.12	20.авг.13	0	14	12,0%	19763,60	19690,42
1027	Аэропорт	354000	20.июн.12	20.янв.14	0	19	12,0%	20550,32	36456,09
1028	Аэропорт	360000	20.июн.12	20.апр.16	0	46	20,0%	11267,69	158313,52
1029	Аэропорт	353000	20.июн.12	20.июн.13	0	12	10,0%	31034,31	19411,70
1030	Аэропорт	385000	20.июн.12	20.фев.14	0	20	12,0%	21334,90	41697,92
1031	Аэропорт	343000	20.июн.12	20.мар.15	0	33	17,0%	13084,28	88781,20
1032	Киевский	388000	20.июн.12	20.ноя.12	0	5	10,0%	79550,73	9753,66
1033	Аэропорт	312000	20.июн.12	20.дек.14	0	30	17,0%	12838,48	73154,33
1034	Арбатский	423000	21.июн.12	21.июн.17	1	60	13,0%	9624,55	154472,99
1035	Аэропорт	434000	21.июн.12	21.июн.15	0	36	17,0%	15473,28	123038,21
1036	Аэропорт	314000	21.июн.12	21.авг.13	0	14	12,0%	24146,97	24057,55
1037	Аэропорт	409000	21.июн.12	21.апр.16	1	46	18,0%	12372,76	160146,94
1038	Аэропорт	191000	21.июн.12	21.ноя.13	0	17	12,0%	12273,29	17645,91
1039	Аэропорт	270000	22.июн.12	22.май.16	0	47	20,0%	8330,86	121550,48
1040	Аэропорт	371000	22.июн.12	22.ноя.13	0	17	12,0%	23839,74	34275,55
1041	Арбатский	97000	22.июн.12	22.июн.17	0	60	15,0%	2307,62	41457,39
1042	Аэропорт	279000	22.июн.12	22.апр.13	0	10	10,0%	29194,67	12946,66
1043	Арбатский	379000	22.июн.12	22.июн.17	0	60	15,0%	9016,38	161983,01
1044	Аэропорт	230000	22.июн.12	22.май.14	0	23	12,0%	11243,74	28606,09
1045	Аэропорт	256000	22.июн.12	22.фев.15	0	32	17,0%	10005,46	64174,59
1046	Аэропорт	237000	22.июн.12	22.июл.15	0	37	20,0%	8633,71	82447,12
1047	Аэропорт	59000	22.июн.12	22.мар.16	1	45	18,0%	1812,47	22560,96
1048	Аэропорт	414000	23.июн.12	23.апр.13	0	10	10,0%	43321,12	19211,18
1049	Аэропорт	490000	23.июн.12	23.окт.16	1	52	13,0%	12374,76	153487,67
1050	Аэропорт	243000	23.июн.12	23.май.13	0	11	10,0%	23210,73	12318,03
1051	Арбатский	415000	23.июн.12	23.дек.17	0	66	15,0%	9271,37	196910,31
1052	Аэропорт	421000	23.июн.12	23.май.16	0	47	20,0%	12989,97	189528,71
1053	Семеновский	266000	23.июн.12	23.дек.16	1	54	13,0%	6532,34	86746,20
1054	Аэропорт	54000	23.июн.12	23.июн.15	0	36	17,0%	1925,25	15308,90
1055	Аэропорт	303000	23.июн.12	23.янв.14	0	19	12,0%	17589,68	31203,95
1056	Аэропорт	394000	24.июн.12	24.ноя.15	0	41	20,0%	13341,00	152980,81
1057	Аэропорт	437000	24.июн.12	24.авг.13	0	14	12,0%	33605,81	33481,37
1058	Киевский	241000	24.июн.12	24.июл.12	0	1	10,0%	243008,33	2008,33
1059	Аэропорт	162000	24.июн.12	24.дек.13	0	18	12,0%	9879,09	15823,65
1060	Аэропорт	414000	24.июн.12	24.мар.16	0	45	20,0%	13150,26	177761,64
1061	Аэропорт	143000	25.июн.12	25.ноя.14	0	29	17,0%	6047,48	32376,84
1062	Аэропорт	375000	25.июн.12	25.июл.13	0	13	12,0%	30905,56	26772,25
1063	Аэропорт	256000	25.июн.12	25.окт.15	0	40	20,0%	8819,91	96796,32
1064	Семеновский	449000	25.июн.12	25.янв.17	0	55	15,0%	11337,90	174584,55
1065	Семеновский	497000	25.июн.12	25.янв.17	0	55	15,0%	12549,97	193248,38
1066	Аэропорт	97000	25.июн.12	25.мар.13	0	9	10,0%	11231,82	4086,38
1067	Аэропорт	329000	25.июн.12	25.мар.14	0	21	12,0%	17447,12	37389,47
1068	Аэропорт	342000	25.июн.12	25.дек.14	0	30	17,0%	14072,95	80188,40
1069	Киевский	263000	25.июн.12	25.ноя.12	0	5	10,0%	53922,28	6611,38
1070	Аэропорт	349000	25.июн.12	25.янв.14	1	19	9,0%	19776,92	26761,54
1071	Киевский	268000	25.июн.12	25.сен.12	0	3	10,0%	90826,34	4479,02
1072	Аэропорт	464000	25.июн.12	25.авг.16	0	50	15,0%	12536,18	162808,90
1073	Аэропорт	484000	25.июн.12	25.авг.15	0	38	20,0%	17295,50	173229,18
1074	Аэропорт	443000	26.июн.12	26.сен.15	0	39	20,0%	15538,95	163019,15
1075	Аэропорт	388000	26.июн.12	26.дек.14	1	30	14,0%	15402,96	74088,94
1076	Аэропорт	436000	26.июн.12	26.окт.13	0	16	12,0%	29623,84	37981,51
1077	Аэропорт	217000	26.июн.12	26.май.14	0	23	12,0%	10608,23	26989,23
1078	Киевский	97000	26.июн.12	26.дек.12	0	6	10,0%	16641,46	2848,73
1079	Аэропорт	235000	26.июн.12	26.июн.13	0	12	10,0%	20660,23	12922,80
1080	Киевский	456000	26.июн.12	26.дек.12	0	6	10,0%	78232,00	13391,97
1081	Арбатский	479000	26.июн.12	26.апр.17	0	58	15,0%	11660,31	197297,99
1082	Аэропорт	342000	27.июн.12	27.авг.13	1	14	9,0%	25824,92	19548,89
1083	Аэропорт	62000	27.июн.12	27.май.16	0	47	20,0%	1913,01	27911,59
1084	Аэропорт	123000	27.июн.12	27.май.15	0	35	17,0%	4481,58	33855,19
1085	Аэропорт	309000	27.июн.12	27.дек.14	0	30	17,0%	12715,03	72450,92
1086	Аэропорт	389000	27.июн.12	27.сен.16	0	51	15,0%	10361,29	139425,88
1087	Аэропорт	408000	27.июн.12	27.ноя.14	0	29	17,0%	17254,34	92375,87
1088	Аэропорт	334000	28.июн.12	28.апр.16	0	46	20,0%	10453,91	146879,76
1089	Аэропорт	167000	28.июн.12	28.сен.15	0	39	20,0%	5857,80	61454,17
1090	Аэропорт	226000	28.июн.12	28.дек.15	1	42	18,0%	7291,72	80252,33
1091	Аэропорт	184000	28.июн.12	28.янв.14	1	19	9,0%	10426,80	14109,24
1092	Киевский	80000	28.июн.12	28.сен.12	0	3	10,0%	27112,34	1337,02
1093	Аэропорт	444000	28.июн.12	28.мар.16	0	45	20,0%	14103,18	190642,91
1094	Семеновский	442000	28.июн.12	28.янв.17	0	55	15,0%	11161,14	171862,74
1095	Аэропорт	354000	28.июн.12	28.май.16	1	47	18,0%	10550,41	141869,37
1096	Аэропорт	496000	28.июн.12	28.сен.16	0	51	15,0%	13211,31	177776,96
1097	Аэропорт	312000	28.июн.12	28.авг.15	0	38	20,0%	11149,17	111668,40
1098	Аэропорт	337000	28.июн.12	28.фев.15	0	32	17,0%	13171,24	84479,83
1099	Аэропорт	476000	28.июн.12	28.мар.14	0	21	12,0%	25242,64	54095,40
1100	Киевский	72000	28.июн.12	28.ноя.12	0	5	10,0%	14761,99	1809,96
1101	Аэропорт	468000	29.июн.12	29.авг.16	0	50	15,0%	12644,25	164212,43
1102	Семеновский	179000	29.июн.12	01.мар.17	0	56	15,0%	4463,79	70972,37
1103	Аэропорт	422000	29.июн.12	29.июн.14	0	24	12,0%	19865,01	54760,13
1104	Аэропорт	292000	29.июн.12	29.май.16	0	47	20,0%	9009,67	131454,59
1105	Аэропорт	371000	29.июн.12	29.ноя.13	0	17	12,0%	23839,74	34275,55
1106	Киевский	245000	29.июн.12	29.авг.12	0	2	10,0%	124033,37	3066,74
1107	Семеновский	493000	29.июн.12	29.ноя.16	0	53	15,0%	12776,85	184172,94
1108	Аэропорт	132000	29.июн.12	29.мар.13	0	9	10,0%	15284,54	5560,85
1109	Киевский	76000	29.июн.12	29.сен.12	0	3	10,0%	25756,72	1270,17
1110	Аэропорт	137000	29.июн.12	29.май.13	0	11	10,0%	13085,88	6944,73
1111	Аэропорт	455000	30.июн.12	30.янв.16	1	43	18,0%	14434,72	165692,75
1112	Аэропорт	325000	30.июн.12	30.июл.14	0	25	17,0%	15528,61	63215,17
1113	Семеновский	470000	30.июн.12	30.янв.17	1	55	13,0%	11387,49	156311,88
1114	Семеновский	398000	30.июн.12	02.мар.17	0	56	15,0%	9925,08	157804,50
1115	Аэропорт	496000	30.июн.12	30.мар.14	0	21	12,0%	26303,25	56368,31
1116	Аэропорт	233000	30.июн.12	30.апр.13	0	10	10,0%	24381,21	10812,09
1117	Аэропорт	301000	30.июн.12	30.мар.16	0	45	20,0%	9560,94	129242,16
1118	Аэропорт	232000	30.июн.12	30.июн.15	0	36	17,0%	8271,43	65771,58
1119	Аэропорт	412000	30.июн.12	30.июл.14	0	25	17,0%	19685,50	80137,38
1120	Аэропорт	440000	30.июн.12	30.апр.16	0	46	20,0%	13771,62	193494,30
1121	Аэропорт	203000	30.июн.12	30.ноя.13	1	17	9,0%	12763,26	13975,45
1122	Аэропорт	284000	30.июн.12	30.июн.16	1	48	18,0%	8342,50	116439,99
